A,0,0,4
A,0,1,2
A,0,2,10
A,0,3,8
A,0,4,9
A,0,5,1
A,0,6,7
A,0,7,2
A,0,8,4
A,0,9,9
A,0,10,4
A,0,11,3
A,0,12,10
A,0,13,4
A,0,14,6
A,0,15,7
A,0,16,2
A,0,17,9
A,0,18,1
A,0,19,7
A,0,20,10
A,0,21,4
A,0,22,6
A,0,23,1
A,0,24,2
A,0,25,9
A,0,26,6
A,0,27,6
A,0,28,8
A,0,29,1
A,0,30,7
A,0,31,8
A,0,32,4
A,0,33,4
A,0,34,7
A,0,35,9
A,0,36,6
A,0,37,1
A,0,38,3
A,0,39,4
A,0,40,1
A,0,41,4
A,0,42,2
A,0,43,10
A,0,44,9
A,0,45,6
A,0,46,7
A,0,47,1
A,0,48,10
A,0,49,10
A,0,50,9
A,0,51,1
A,0,52,6
A,0,53,7
A,0,54,8
A,0,55,2
A,0,56,4
A,0,57,8
A,0,58,1
A,0,59,9
A,0,60,9
A,0,61,9
A,0,62,2
A,0,63,7
A,0,64,7
A,0,65,1
A,0,66,9
A,0,67,8
A,0,68,5
A,0,69,10
A,0,70,8
A,0,71,1
A,0,72,10
A,0,73,6
A,0,74,2
A,0,75,3
A,0,76,9
A,0,77,10
A,0,78,10
A,0,79,4
A,0,80,5
A,0,81,5
A,0,82,8
A,0,83,10
A,0,84,5
A,0,85,2
A,0,86,6
A,0,87,3
A,0,88,5
A,0,89,5
A,0,90,5
A,0,91,7
A,0,92,7
A,0,93,7
A,0,94,5
A,0,95,9
A,0,96,4
A,0,97,1
A,0,98,5
A,0,99,3
A,0,100,4
A,0,101,2
A,0,102,4
A,0,103,6
A,0,104,2
A,0,105,7
A,0,106,7
A,0,107,3
A,0,108,4
A,0,109,10
A,0,110,3
A,0,111,5
A,0,112,10
A,0,113,9
A,0,114,1
A,0,115,5
A,0,116,4
A,0,117,9
A,0,118,9
A,0,119,7
A,0,120,10
A,0,121,9
A,0,122,7
A,0,123,1
A,0,124,1
A,0,125,2
A,0,126,8
A,0,127,6
A,0,128,6
A,0,129,2
A,0,130,8
A,0,131,6
A,0,132,7
A,0,133,1
A,0,134,2
A,0,135,2
A,0,136,2
A,0,137,8
A,0,138,9
A,0,139,1
A,0,140,8
A,0,141,5
A,0,142,2
A,0,143,3
A,0,144,7
A,0,145,8
A,0,146,8
A,0,147,10
A,0,148,8
A,0,149,6
A,0,150,10
A,0,151,8
A,0,152,2
A,0,153,7
A,0,154,4
A,0,155,5
A,0,156,5
A,0,157,4
A,0,158,6
A,0,159,5
A,0,160,10
A,0,161,4
A,0,162,1
A,0,163,10
A,0,164,2
A,0,165,4
A,0,166,4
A,0,167,4
A,0,168,1
A,0,169,9
A,0,170,1
A,0,171,2
A,0,172,9
A,0,173,6
A,0,174,5
A,0,175,7
A,0,176,8
A,0,177,2
A,0,178,1
A,0,179,9
A,0,180,1
A,0,181,6
A,0,182,6
A,0,183,9
A,0,184,7
A,0,185,2
A,0,186,6
A,0,187,6
A,0,188,9
A,0,189,6
A,0,190,9
A,0,191,6
A,0,192,4
A,0,193,1
A,0,194,10
A,0,195,3
A,0,196,5
A,0,197,3
A,0,198,6
A,0,199,6
A,0,200,5
A,0,201,6
A,0,202,9
A,0,203,1
A,0,204,9
A,0,205,7
A,0,206,6
A,0,207,6
A,0,208,8
A,0,209,7
A,0,210,6
A,0,211,6
A,0,212,7
A,0,213,7
A,0,214,8
A,0,215,7
A,0,216,4
A,0,217,10
A,0,218,9
A,0,219,5
A,0,220,4
A,0,221,1
A,0,222,6
A,0,223,1
A,0,224,5
A,0,225,5
A,0,226,1
A,0,227,4
A,0,228,4
A,0,229,8
A,0,230,5
A,0,231,8
