A,0,0,1
A,0,1,10
A,0,2,8
A,0,3,6
A,0,4,8
A,0,5,1
A,0,6,1
A,0,7,6
A,0,8,8
A,0,9,3
A,0,10,10
A,0,11,8
A,0,12,9
A,0,13,9
A,0,14,1
A,0,15,10
A,0,16,8
A,0,17,4
A,0,18,9
A,0,19,6
A,0,20,4
A,0,21,1
A,0,22,7
A,0,23,8
A,0,24,5
A,0,25,5
A,0,26,4
A,0,27,8
A,0,28,5
A,0,29,8
A,0,30,9
A,0,31,8
A,0,32,9
A,0,33,5
A,0,34,1
A,0,35,9
A,0,36,2
A,0,37,10
A,0,38,10
A,0,39,3
A,0,40,7
A,0,41,8
A,0,42,8
A,0,43,5
A,0,44,8
A,0,45,4
A,0,46,2
A,0,47,5
A,0,48,8
A,0,49,3
A,0,50,5
A,0,51,6
A,0,52,4
A,0,53,3
A,0,54,8
A,0,55,3
A,0,56,2
A,0,57,6
A,0,58,8
A,0,59,8
A,0,60,9
A,0,61,3
A,0,62,3
A,0,63,2
A,0,64,5
A,0,65,2
A,0,66,1
A,0,67,3
A,0,68,7
A,0,69,3
A,0,70,1
A,0,71,10
A,0,72,1
A,0,73,4
A,0,74,1
A,0,75,6
A,0,76,10
A,0,77,6
A,0,78,3
A,0,79,8
A,0,80,9
A,0,81,10
A,0,82,1
A,0,83,7
A,0,84,5
A,0,85,2
A,0,86,8
A,0,87,3
A,0,88,5
A,0,89,1
A,0,90,6
A,0,91,2
A,0,92,10
A,0,93,10
A,0,94,4
A,0,95,1
A,0,96,2
A,0,97,8
A,0,98,3
A,0,99,9
A,0,100,9
A,0,101,3
A,0,102,9
A,0,103,5
A,0,104,4
A,0,105,10
A,0,106,8
A,0,107,5
A,0,108,9
A,0,109,1
A,0,110,5
A,0,111,1
A,0,112,2
A,0,113,8
A,0,114,3
A,0,115,7
A,0,116,3
A,0,117,9
A,0,118,7
A,0,119,3
A,0,120,8
A,0,121,6
A,0,122,2
A,0,123,7
A,0,124,10
A,0,125,7
A,0,126,1
A,0,127,2
A,0,128,7
A,0,129,6
A,0,130,9
A,0,131,8
